,Content ID,Content_Type,Category,reaction_type,Datetime,Sentiment,Score,Month
114,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,2021-04-13 07:30:34,negative,0,April
115,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,2020-06-24 06:45:10,negative,0,June
116,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2021-01-24 20:52:36,negative,0,January
117,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2020-11-25 19:43:36,negative,0,November
118,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,2021-01-26 15:54:27,negative,0,January
119,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,disgust,2021-03-10 19:24:16,negative,0,March
120,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,disgust,2021-06-16 16:12:42,negative,0,June
121,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,Fitness,disgust,2021-01-29 09:21:08,negative,0,January
122,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,2020-12-26 09:23:28,negative,0,December
123,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,2021-04-02 21:00:06,negative,0,April
124,9ef39aa2-60f9-4e4b-b666-c6cb97015503,GIF,travel,disgust,2021-01-16 07:00:51,negative,0,January
125,841403fd-321b-4118-90b3-cc0075d64047,GIF,studying,disgust,2020-09-27 06:26:14,negative,0,September
126,3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,2021-03-11 08:12:54,negative,0,March
127,3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,2020-06-23 18:41:19,negative,0,June
128,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,2020-12-29 08:39:57,negative,0,December
129,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,2021-04-27 00:46:44,negative,0,April
130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,2020-11-20 10:39:52,negative,0,November
131,0491183b-be25-4108-b667-8c30d3cdbf50,audio,veganism,disgust,2020-07-11 18:45:12,negative,0,July
132,359b93ea-446f-4202-8801-db238de5de4d,photo,food,disgust,2021-02-26 19:38:28,negative,0,February
133,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,2021-06-09 06:01:38,negative,0,June
134,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,2021-04-08 01:19:47,negative,0,April
135,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,2020-08-31 08:14:33,negative,0,August
136,86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,2020-09-19 14:51:08,negative,0,September
137,86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,2020-11-04 05:30:31,negative,0,November
138,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,photo,studying,disgust,2020-09-28 14:41:07,negative,0,September
139,9d94f180-947c-40f5-aa05-f1958759b7fc,video,science,disgust,2021-03-13 14:46:31,negative,0,March
140,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,2021-05-06 04:52:47,negative,0,May
141,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,2021-03-18 15:44:36,negative,0,March
142,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,2020-10-31 11:07:00,negative,0,October
143,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,2021-02-26 18:46:56,negative,0,February
144,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,2021-01-22 03:45:20,negative,0,January
145,fada6910-2cc5-4600-808c-1e6066f795a6,GIF,technology,disgust,2020-08-26 19:01:45,negative,0,August
146,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,2021-02-27 07:03:18,negative,0,February
147,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,2020-06-27 14:11:54,negative,0,June
148,1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,2020-11-10 01:05:08,negative,0,November
149,1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,2020-07-07 20:10:39,negative,0,July
150,c2d6e707-f00e-4fa4-a193-eb36272f58df,GIF,veganism,disgust,2021-04-15 19:16:38,negative,0,April
151,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,2021-01-03 06:27:03,negative,0,January
152,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,2021-04-20 15:01:31,negative,0,April
153,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,2020-11-24 08:08:35,negative,0,November
154,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,2020-12-21 19:33:48,negative,0,December
155,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,2021-05-04 17:40:53,negative,0,May
156,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,2020-11-04 07:49:41,negative,0,November
157,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,2020-10-30 08:38:34,negative,0,October
158,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,2020-11-11 23:23:00,negative,0,November
159,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,2021-02-15 11:09:58,negative,0,February
160,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,2021-04-12 10:58:45,negative,0,April
161,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,2021-01-01 15:36:54,negative,0,January
162,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,2020-12-13 17:23:33,negative,0,December
163,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,2020-11-13 10:06:14,negative,0,November
164,ef99fd68-74fb-4c72-bc70-742ebca14499,video,soccer,disgust,2021-05-25 23:39:00,negative,0,May
165,d147ab3c-4097-4eec-b4dc-480e4ece801b,audio,culture,disgust,2021-05-25 07:18:29,negative,0,May
166,62681a6c-fe82-4186-ba7d-0805ae5b95ed,audio,Veganism,disgust,2021-02-10 16:00:33,negative,0,February
167,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-10-23 11:36:46,negative,0,October
168,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2021-04-03 22:31:54,negative,0,April
169,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-12-23 13:18:04,negative,0,December
170,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2021-04-16 10:24:32,negative,0,April
171,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-07-08 21:07:05,negative,0,July
172,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-11-13 15:40:16,negative,0,November
173,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-09-14 10:32:35,negative,0,September
174,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-10-14 23:46:19,negative,0,October
175,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2020-11-01 08:01:26,negative,0,November
176,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,2021-05-20 00:01:57,negative,0,May
177,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,2020-07-06 14:07:34,negative,0,July
178,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,2020-09-06 13:50:31,negative,0,September
179,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,2020-10-15 04:56:29,negative,0,October
180,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,2021-01-20 20:27:02,negative,0,January
181,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,2021-04-14 03:34:59,negative,0,April
182,1000371f-7758-4c44-a1bc-41fd836b0bcb,audio,studying,disgust,2021-01-23 20:42:09,negative,0,January
183,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,video,studying,disgust,2020-07-06 15:48:58,negative,0,July
184,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,2020-09-24 20:48:52,negative,0,September
185,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,2020-09-01 08:27:47,negative,0,September
186,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,2021-02-02 11:04:40,negative,0,February
187,de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,2021-05-06 16:55:56,negative,0,May
188,de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,2021-04-05 15:27:40,negative,0,April
189,e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,2021-02-03 17:39:08,negative,0,February
190,e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,2020-07-24 09:08:00,negative,0,July
191,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,2021-05-24 09:55:46,negative,0,May
192,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,2021-04-29 20:20:44,negative,0,April
193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,2020-12-25 06:35:14,negative,0,December
194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,2020-12-12 11:40:51,negative,0,December
195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,2020-07-15 12:39:27,negative,0,July
196,c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,2021-02-16 15:42:08,negative,0,February
197,c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,2020-09-03 08:25:23,negative,0,September
198,f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,2021-01-21 16:00:16,negative,0,January
199,f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,2021-02-25 22:40:44,negative,0,February
200,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,photo,education,disgust,2021-04-05 05:18:13,negative,0,April
201,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,GIF,soccer,disgust,2020-08-21 17:43:38,negative,0,August
202,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,2020-11-04 01:35:06,negative,0,November
203,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,2021-05-23 19:58:37,negative,0,May
204,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,2020-06-20 11:04:25,negative,0,June
205,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,2020-07-20 16:21:17,negative,0,July
206,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,2021-01-24 03:47:10,negative,0,January
207,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,2021-03-12 04:13:07,negative,0,March
208,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,2021-05-04 07:33:57,negative,0,May
209,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,2020-11-26 18:34:59,negative,0,November
210,61e6650c-5068-4575-9aee-4217ef3dbdb1,GIF,tennis,disgust,2020-09-04 09:40:16,negative,0,September
211,3a7f83a0-b9f9-44c1-a15d-656c4095e732,GIF,soccer,disgust,2020-10-15 10:31:03,negative,0,October
212,2b6921de-e7f2-4e30-8feb-36bd41becaf0,audio,travel,disgust,2021-05-06 03:02:17,negative,0,May
213,b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,2020-07-04 16:40:20,negative,0,July
214,b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,2020-07-21 02:54:53,negative,0,July
215,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,2020-10-02 15:49:44,negative,0,October
216,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,2021-03-23 01:45:50,negative,0,March
217,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,2021-04-23 13:53:16,negative,0,April
218,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,2021-06-12 14:04:47,negative,0,June
219,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,2021-01-09 13:42:15,negative,0,January
220,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,2021-01-08 20:20:39,negative,0,January
221,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,2021-04-13 05:12:33,negative,0,April
222,2c511a63-5eb5-422f-8483-c9fcf9a29b55,GIF,technology,disgust,2020-09-07 18:59:02,negative,0,September
223,edc4a60a-b5ba-4178-b99e-9d34ed92599c,audio,technology,disgust,2020-07-08 13:41:02,negative,0,July
224,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,2020-12-26 08:14:19,negative,0,December
225,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,2020-11-14 00:40:44,negative,0,November
226,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,2021-05-25 15:23:34,negative,0,May
227,e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,2021-04-28 23:43:21,negative,0,April
228,e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,2020-09-03 05:09:18,negative,0,September
229,509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,2020-10-16 08:30:30,negative,0,October
230,509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,2021-05-10 15:05:14,negative,0,May
